Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,529,N.Aguerd,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,530,Souček,4.9,4.9,West Ham,77,2.61,76,2.62,72,2.02,69,3.72,74,0.92,73,2.83,72,2.87,72,2.28,71,2.56,0.00
M,531,Ward-Prowse,6.1,6.1,West Ham,60,2.38,61,2.47,61,2.00,60,3.91,59,0.86,61,2.82,60,2.82,60,2.22,61,2.58,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,4.8,4.8,Wolves,86,3.75,83,3.20,80,3.09,77,2.46,76,4.00,77,1.66,78,3.01,77,2.17,75,2.80,0.16
M,534,B.Traore,4.8,4.8,Wolves,1,0.08,1,0.08,2,0.12,2,0.12,2,0.12,2,0.11,3,0.16,4,0.15,4,0.18,0.00
M,535,Bellegarde,4.9,4.9,Wolves,52,2.49,39,1.95,40,2.03,38,1.64,39,2.07,38,1.55,39,1.89,40,1.49,39,1.89,0.00
G,536,Bentley,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,537,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,538,Chirewa,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,539,Chiwome,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,540,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,541,Cunha,6.9,6.9,Wolves,0,0.00,82,4.56,81,4.60,78,3.48,78,4.78,77,3.24,76,4.00,78,3.04,76,4.12,0.02
D,542,Dawson,4.3,4.3,Wolves,0,0.00,2,0.07,3,0.11,4,0.13,4,0.18,6,0.14,5,0.19,6,0.17,6,0.20,0.00
D,543,Doherty,4.3,4.3,Wolves,86,3.28,83,2.77,81,2.63,81,2.25,79,3.58,78,1.41,79,2.61,79,1.98,78,2.50,0.00
M,544,Doyle,4.7,4.7,Wolves,9,0.47,8,0.43,8,0.46,11,0.49,12,0.57,11,0.48,11,0.54,10,0.42,9,0.47,0.00
F,545,Fábio Silva,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,546,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,547,Gonzalez,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,548,Guedes,5.3,5.3,Wolves,34,2.04,23,1.40,23,1.45,23,1.21,25,1.62,25,1.23,25,1.55,24,1.14,25,1.54,0.00
D,549,H.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Hee Chan,6.1,6.1,Wolves,32,1.94,24,1.50,25,1.53,26,1.34,28,1.77,26,1.26,27,1.60,29,1.32,28,1.65,0.00
M,551,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,552,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,553,J.Gomes,4.9,4.9,Wolves,85,2.75,80,2.50,77,2.48,74,2.08,71,2.49,75,1.95,75,2.42,74,1.88,74,2.31,0.00
G,554,José Sá,4.3,4.3,Wolves,94,3.62,93,3.47,92,3.29,93,3.30,91,3.79,91,3.00,90,3.55,91,2.90,91,3.27,0.05
F,555,Kalajdžić,4.8,4.8,Wolves,0,0.00,0,0.00,0,0.00,2,0.13,3,0.23,3,0.23,3,0.26,3,0.19,3,0.28,0.00
G,556,King,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Mario Jr.,4.8,4.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,558,Mosquera,3.8,3.8,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,559,N.Semedo,4.5,4.5,Wolves,90,3.35,86,2.82,84,2.78,83,2.24,82,3.65,81,1.44,81,2.66,78,1.93,79,2.53,0.00
M,560,Neto,6.3,6.3,Chelsea,70,4.23,62,3.37,50,3.09,48,2.24,47,2.48,47,2.15,50,2.61,61,2.76,45,2.12,0.01
D,561,Pedro Lima,3.9,3.9,Wolves,3,0.14,4,0.20,5,0.25,6,0.26,8,0.35,7,0.25,8,0.33,9,0.30,10,0.39,0.00
M,562,Podence,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,563,R.Gomes,5.1,5.1,Wolves,19,0.95,18,0.90,21,1.05,23,1.05,24,1.27,24,1.02,24,1.20,25,0.96,26,1.24,0.00
D,564,S.Bueno,4.3,4.3,Wolves,15,0.53,21,0.69,25,0.81,26,0.75,28,1.17,27,0.56,28,0.96,29,0.76,30,0.95,0.00
M,565,Sarabia,5.0,5.0,Wolves,46,2.88,32,1.97,31,2.00,34,1.79,33,2.19,33,1.60,34,2.09,32,1.49,35,2.13,0.00
F,566,Strand Larsen,5.3,5.3,Wolves,78,3.99,72,3.68,71,3.72,69,2.95,68,3.75,67,2.63,66,3.31,66,2.49,65,3.30,0.00
D,567,Toti,4.3,4.3,Wolves,89,3.15,86,2.65,83,2.50,82,2.11,82,3.39,80,1.33,80,2.47,79,1.87,80,2.36,0.00
G,568,Muric,4.4,4.4,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,569,Jaden,5.3,5.3,Ipswich,66,2.53,65,3.09,62,2.29,60,2.15,58,2.19,55,2.25,56,2.65,55,2.54,54,2.50,0.00
M,570,A.Fatawu,5.1,5.1,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,571,Savinho,6.2,6.2,Man City,65,4.63,60,3.09,60,3.57,59,6.03,58,0.32,57,3.68,58,5.36,58,2.51,57,3.04,0.02
D,572,Yoro,4.3,4.3,Man Utd,31,1.01,44,1.32,55,1.46,54,2.64,55,1.02,55,1.60,54,2.50,55,1.26,53,1.85,0.00
D,573,Milenković,4.9,4.9,Nott'm Forest,90,3.18,86,2.63,84,3.38,82,2.38,81,1.68,80,2.62,80,4.76,80,2.44,81,2.48,0.06
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,576,Irving,4.7,4.7,West Ham,2,0.11,2,0.15,2,0.12,3,0.25,3,0.07,3,0.19,3,0.25,3,0.18,3,0.21,0.00
M,577,Lindstrøm,5.0,5.0,Everton,53,1.92,44,1.81,28,1.26,29,1.33,30,1.29,31,1.63,30,1.34,31,1.77,29,1.28,0.00
D,578,Calafiori,5.8,5.8,Arsenal,44,2.31,42,1.98,40,2.09,41,2.99,40,1.24,41,2.05,41,1.68,41,1.99,40,2.26,0.00
D,579,Sessegnon,4.1,4.1,Fulham,9,0.33,10,0.38,11,0.46,14,0.90,13,0.28,13,0.58,14,0.89,13,0.46,13,0.52,0.00
D,580,Huijsen,4.5,4.5,Bournemouth,78,3.63,71,2.57,64,2.44,65,2.60,63,1.55,65,1.48,66,2.97,65,0.98,64,3.07,0.07
G,581,Jørgensen,4.2,4.2,Chelsea,19,0.73,21,0.76,22,0.94,22,0.82,26,1.08,25,0.88,27,1.08,26,0.92,28,1.06,0.00
D,582,O'Brien,4.5,4.5,Everton,89,1.71,86,2.35,84,2.58,82,2.19,80,2.02,80,3.67,80,2.51,79,3.86,78,1.99,0.00
D,583,Townsend,3.9,3.9,Ipswich,10,0.27,11,0.42,12,0.32,13,0.37,12,0.31,13,0.44,13,0.44,13,0.51,12,0.46,0.00
M,584,Brereton Díaz,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,585,I.Sarr,5.6,5.6,Crystal Palace,83,4.97,82,3.98,79,6.82,76,5.02,76,1.65,74,3.91,75,4.40,71,3.64,71,2.85,0.05
D,586,J.Cuenca,4.4,4.4,Fulham,5,0.15,9,0.26,8,0.28,10,0.53,11,0.19,12,0.45,13,0.70,12,0.35,13,0.43,0.00
M,587,Summerville,5.5,5.5,West Ham,6,0.34,20,0.98,46,1.71,46,3.25,48,0.78,45,2.32,46,2.43,46,1.86,46,2.16,0.00
M,588,G.Rodríguez,4.8,4.8,West Ham,4,0.25,5,0.27,5,0.26,6,0.46,6,0.12,6,0.33,6,0.37,6,0.26,6,0.29,0.00
F,589,Füllkrug,6.7,6.7,West Ham,2,0.17,10,0.62,21,1.02,23,2.05,31,0.60,21,1.43,22,1.51,22,1.18,22,1.30,0.00
F,590,Osula,4.9,4.9,Newcastle,14,0.88,9,0.61,10,1.25,11,0.61,11,0.76,12,0.62,11,0.67,11,0.51,12,0.70,0.00
D,591,Todibo,4.2,4.2,West Ham,80,2.63,82,2.52,79,1.47,76,4.32,75,0.76,75,2.59,75,2.72,75,2.38,75,2.80,0.00
D,592,J.Araujo,4.3,4.3,Bournemouth,9,0.41,17,0.73,19,0.83,22,1.07,22,0.61,24,0.76,24,1.31,24,0.53,23,1.17,0.00
D,593,De Ligt,4.8,4.8,Man Utd,86,2.72,78,2.36,71,1.89,72,3.63,71,1.35,72,2.12,69,3.33,68,1.57,69,2.54,0.00
D,594,Mazraoui,4.3,4.3,Man Utd,85,2.71,80,2.49,76,2.18,75,3.94,72,1.47,70,2.21,72,3.67,71,1.74,71,2.75,0.05
M,595,Gruda,5.4,5.4,Brighton,14,0.78,14,0.73,16,1.02,18,1.42,19,0.45,19,1.11,19,1.38,20,0.88,20,1.16,0.00
M,596,Jota Silva,5.9,5.9,Nott'm Forest,15,0.85,17,0.95,19,1.13,19,1.16,20,0.75,21,1.23,21,1.92,21,1.06,20,1.15,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,49,1.74,51,1.72,51,1.81,50,2.37,49,1.04,46,1.64,46,1.54,47,1.62,48,1.76,0.00
D,598,Bogarde,4.0,4.0,Aston Villa,0,0.00,2,0.08,2,0.12,3,0.20,2,0.01,4,0.19,4,0.22,5,0.14,6,0.22,0.00
G,599,Dennis,3.9,3.9,Bournemouth,1,0.05,3,0.11,3,0.12,3,0.14,3,0.08,3,0.10,3,0.16,3,0.07,3,0.15,0.00
M,600,Ayari,5.0,5.0,Brighton,46,1.85,45,1.70,46,2.14,44,2.44,45,0.76,44,1.85,44,2.29,45,1.38,43,1.75,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.4,4.4,Fulham,3,0.17,3,0.20,3,0.18,3,0.28,3,0.09,4,0.27,4,0.34,4,0.22,3,0.22,0.00
M,605,Godo,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,1,0.07,0,0.00,0.00
M,606,Alves,4.4,4.4,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,4.9,4.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,608,Dibling,4.4,4.4,Southampton,47,1.94,46,1.85,44,1.82,45,2.50,47,0.77,46,2.09,45,2.00,43,1.70,45,1.55,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,611,Szmodics,5.7,5.7,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.44,15,0.89,0.00
M,612,Odobert,5.3,5.3,Spurs,35,1.63,38,2.44,35,1.74,39,2.01,39,1.63,38,1.87,38,2.53,40,1.30,40,2.00,0.00
M,613,Collyer,4.5,4.5,Man Utd,9,0.36,9,0.36,7,0.30,9,0.45,8,0.20,7,0.31,6,0.31,6,0.23,7,0.30,0.00
M,614,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,615,Rushworth,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,616,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,617,Evanilson,5.7,5.6,Bournemouth,77,5.12,77,4.06,76,4.12,74,4.66,73,2.65,72,2.77,71,5.45,72,2.38,70,4.75,0.24
M,618,Georginio,5.1,5.1,Brighton,62,3.36,58,2.78,58,3.93,57,4.23,57,1.33,57,3.13,57,3.82,57,2.20,54,2.91,0.00
M,619,Cajuste,4.5,4.5,Ipswich,73,2.01,68,2.24,67,1.85,66,1.81,65,1.82,63,1.88,63,1.97,62,1.99,63,2.00,0.00
M,620,Sosa,5.5,5.5,Nott'm Forest,8,0.56,11,0.65,12,0.76,13,0.80,12,0.47,14,0.90,14,1.40,14,0.74,16,0.95,0.00
M,621,João Félix,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,622,Berge,5.0,5.0,Fulham,85,2.13,82,2.27,80,2.25,78,3.40,78,1.05,76,2.33,76,3.14,76,1.88,76,2.22,0.00
M,623,M.Fernandes,5.0,5.0,Southampton,82,2.75,81,2.62,78,2.67,78,3.52,76,1.01,74,2.82,73,2.69,75,2.35,76,2.18,0.00
G,624,Begovic,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,625,Gündogan,6.3,6.3,Man City,25,1.48,22,1.05,24,1.25,26,2.44,30,0.14,27,1.48,29,2.21,28,1.03,28,1.31,0.00
D,626,Kaboré,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,627,Dixon,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,628,F.Kadıoğlu,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.40,0.00
M,629,O'Riley,5.5,5.5,Brighton,5,0.32,6,0.37,11,0.64,11,0.82,12,0.25,12,0.68,13,0.88,12,0.50,13,0.69,0.00
D,630,O'Shea,3.9,3.9,Ipswich,90,1.68,88,2.63,85,1.41,84,1.72,84,1.39,82,2.17,81,2.04,80,2.55,78,2.51,0.01
M,631,J.Clarke,5.4,5.4,Ipswich,30,1.34,31,1.64,32,1.38,31,1.27,31,1.35,31,1.40,32,1.60,31,1.55,30,1.51,0.00
M,632,Ogbene,4.8,4.8,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,633,Merino,6.0,6.0,Arsenal,74,4.36,72,3.89,69,4.32,65,5.21,64,2.19,60,3.45,60,2.74,60,3.28,59,3.82,0.00
M,634,G.Nunes,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,635,El Khannouss,4.8,4.8,Leicester,76,2.35,72,2.51,74,2.35,71,2.30,71,2.49,68,2.95,68,2.30,71,2.91,69,2.24,0.00
M,636,Chiesa,6.8,6.8,Liverpool,2,0.16,3,0.28,5,0.42,5,0.42,5,0.44,5,0.41,5,0.43,6,0.37,6,0.45,0.00
D,637,Meupiyou,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,639,Setford,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.18,0,0.00,0,0.00,0,0.00,0.00
D,640,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,641,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,André,5.0,5.0,Wolves,74,2.31,68,2.07,65,2.02,66,1.88,66,2.19,66,1.74,65,2.09,63,1.62,66,1.96,0.00
D,643,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,644,Umeh-Chibueze,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,645,Devenny,4.5,4.5,Crystal Palace,11,0.65,6,0.39,5,0.66,7,0.54,8,0.26,8,0.46,9,0.62,10,0.52,9,0.45,0.00
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,647,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,648,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,649,Meghoma,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,650,Lacroix,4.5,4.5,Crystal Palace,90,3.91,88,2.92,87,4.04,85,3.62,84,1.15,83,3.13,83,2.84,82,3.09,80,1.68,0.00
M,651,Mangala,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,652,Ugarte,4.9,4.9,Man Utd,76,2.13,71,2.03,66,1.83,59,2.36,68,1.23,63,1.88,59,2.33,59,1.49,59,1.87,0.00
D,653,Morato,4.5,4.5,Nott'm Forest,23,0.88,30,1.00,30,1.28,33,1.05,33,0.72,35,1.25,34,2.04,35,1.14,36,1.18,0.00
M,654,C.Soler,5.0,5.0,West Ham,17,0.84,17,0.82,13,0.55,16,1.16,17,0.31,17,0.90,17,0.96,17,0.73,16,0.78,0.00
M,655,Forbs,5.4,5.4,Wolves,1,0.08,0,0.00,0,0.00,0,0.00,1,0.08,1,0.09,0,0.01,1,0.09,2,0.13,0.00
M,656,Young,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,657,Kacurri,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,658,Heaven,4.0,4.0,Man Utd,10,0.30,7,0.18,4,0.08,5,0.19,6,0.09,6,0.14,5,0.18,5,0.10,7,0.19,0.00
M,659,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,660,Jaros,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,661,Yogane,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,662,Nichols,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,663,Samuels,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,664,Pond,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,665,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.04,1,0.06,1,0.10,1,0.11,2,0.15,1,0.13,0.00
D,666,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.05,1,0.05,2,0.06,0.00
M,667,Fletcher,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,668,Cahill,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,669,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,670,Amass,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,671,Wright,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,672,Simpson-Pusey,4.0,4.0,Man City,1,0.04,3,0.10,4,0.13,5,0.28,4,0.01,3,0.10,3,0.13,2,0.04,0,0.00,0.00
M,673,Fitzgerald,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,674,Maghoma,4.5,4.5,Brentford,20,0.84,19,0.81,17,0.68,20,0.91,20,0.51,19,0.95,21,1.34,20,0.78,19,0.84,0.00
D,675,Wilson-Esbrand,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,676,Marsh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,677,Scarles,4.0,4.0,West Ham,48,1.69,45,1.54,41,0.92,41,2.42,41,0.47,42,1.58,42,1.65,42,1.43,40,1.58,0.00
M,678,Bates,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,679,Broggio,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,680,Kinsey,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.05,0.00
D,681,McConville,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,682,Edozie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,683,Olusesi,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,684,Hardy,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,685,Slater,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,686,Mayers,4.0,4.0,West Ham,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,687,Winterburn,4.5,4.5,Bournemouth,1,0.09,2,0.15,3,0.20,4,0.28,3,0.13,3,0.17,3,0.26,3,0.13,4,0.22,0.00
M,688,Nyoni,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,689,Williams-Barnett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,690,Amissah,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,691,Kukonki,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,692,Nallo,4.0,4.0,Liverpool,1,0.05,2,0.09,2,0.09,3,0.11,2,0.08,1,0.05,0,0.00,0,0.00,1,0.04,0.00
M,693,O'Brien-Whitmarsh,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,694,Cartwright,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,695,Rak-Sakyi,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,696,George,4.5,4.5,Chelsea,14,0.89,11,0.66,6,0.43,4,0.30,5,0.39,6,0.36,6,0.44,14,0.71,3,0.24,0.00
D,697,Acheampong,4.0,4.0,Chelsea,0,0.00,1,0.04,2,0.09,2,0.08,3,0.14,3,0.10,3,0.12,3,0.11,4,0.14,0.00
F,698,Mubama,4.5,4.5,Man City,1,0.09,0,0.00,1,0.11,1,0.20,2,0.01,1,0.12,2,0.22,1,0.08,2,0.12,0.00
